Tiempo;Producto;Estacion;Scrap Used
292;B22;Paint_1;False
352;B22;Paint_1;False
360;B22;Paint_1;False
300;B22;Paint_1;False
333;B22;Paint_1;False
328;B22;Paint_1;False
364;B22;Paint_1;False
302;B22;Paint_1;False
291;B22;Paint_1;False
315;B22;Paint_1;False
335;B22;Paint_1;False
338;B22;Paint_1;False
316;B22;Paint_1;False
304;B22;Paint_1;False
301;B22;Paint_1;False
353;B22;Paint_1;False
360;B22;Paint_1;False
325;B22;Paint_1;False
329;B22;Paint_1;False
349;B22;Paint_1;False
304;B22;Paint_1;False
311;B22;Paint_1;False
323;B22;Paint_1;False
351;B22;Paint_1;False
330;B22;Paint_1;False
368;B22;Paint_1;False
337;B22;Paint_1;False
300;B22;Paint_1;False
288;B22;Paint_1;False
318;B22;Paint_1;False
316;B22;Paint_1;False
310;B22;Paint_1;False
296;B22;Paint_1;False
318;B22;Paint_1;False
318;B22;Paint_1;False
355;B22;Paint_1;False
327;B22;Paint_1;False
312;B22;Paint_1;False
344;B22;Paint_1;False
297;B22;Paint_1;False
280;B22;Paint_1;False
359;B22;Paint_1;False
318;B22;Paint_1;False
347;B22;Paint_1;False
323;B22;Paint_1;False
329;B22;Paint_1;False
358;B22;Paint_1;False
324;B22;Paint_1;False
312;B22;Paint_1;False
306;B22;Paint_1;False
335;B22;Paint_1;False
294;B22;Paint_1;False
315;B22;Paint_1;False
289;B22;Paint_1;False
312;B22;Paint_1;False
309;B22;Paint_1;False
338;B22;Paint_1;False
338;B22;Paint_1;False
347;B22;Paint_1;False
-1;;;
322;B22;Paint_2;False
326;B22;Paint_2;False
330;B22;Paint_2;False
365;B22;Paint_2;False
312;B22;Paint_2;False
295;B22;Paint_2;False
323;B22;Paint_2;False
302;B22;Paint_2;False
315;B22;Paint_2;False
334;B22;Paint_2;False
320;B22;Paint_2;False
364;B22;Paint_2;False
289;B22;Paint_2;False
310;B22;Paint_2;False
331;B22;Paint_2;False
293;B22;Paint_2;False
331;B22;Paint_2;False
284;B22;Paint_2;False
351;B22;Paint_2;False
328;B22;Paint_2;False
298;B22;Paint_2;False
341;B22;Paint_2;False
314;B22;Paint_2;False
307;B22;Paint_2;False
322;B22;Paint_2;False
332;B22;Paint_2;False
327;B22;Paint_2;False
334;B22;Paint_2;False
296;B22;Paint_2;False
370;B22;Paint_2;False
324;B22;Paint_2;False
326;B22;Paint_2;False
322;B22;Paint_2;False
335;B22;Paint_2;False
319;B22;Paint_2;False
338;B22;Paint_2;False
321;B22;Paint_2;False
303;B22;Paint_2;False
330;B22;Paint_2;False
326;B22;Paint_2;False
355;B22;Paint_2;False
339;B22;Paint_2;False
311;B22;Paint_2;False
368;B22;Paint_2;False
350;B22;Paint_2;False
342;B22;Paint_2;False
328;B22;Paint_2;False
361;B22;Paint_2;False
303;B22;Paint_2;False
331;B22;Paint_2;False
309;B22;Paint_2;False
353;B22;Paint_2;False
364;B22;Paint_2;False
299;B22;Paint_2;False
354;B22;Paint_2;False
339;B22;Paint_2;False
359;B22;Paint_2;False
325;B22;Paint_2;False
322;B22;Paint_2;False
315;B22;Paint_2;False
357;B22;Paint_2;False
359;B22;Paint_2;False
356;B22;Paint_2;False
342;B22;Paint_2;False
346;B22;Paint_2;False
329;B22;Paint_2;False
309;B22;Paint_2;False
309;B22;Paint_2;False
343;B22;Paint_2;False
353;B22;Paint_2;False
310;B22;Paint_2;False
323;B22;Paint_2;False
367;B22;Paint_2;False
282;B22;Paint_2;False
352;B22;Paint_2;False
293;B22;Paint_2;False
350;B22;Paint_2;False
321;B22;Paint_2;False
327;B22;Paint_2;False
380;B22;Paint_2;False
335;B22;Paint_2;False
317;B22;Paint_2;False
348;B22;Paint_2;False
335;B22;Paint_2;False
325;B22;Paint_2;False
320;B22;Paint_2;False
299;B22;Paint_2;False
368;B22;Paint_2;False
349;B22;Paint_2;False
323;B22;Paint_2;False
299;B22;Paint_2;False
312;B22;Paint_2;False
319;B22;Paint_2;False
278;B22;Paint_2;False
321;B22;Paint_2;False
324;B22;Paint_2;False
300;B22;Paint_2;False
291;B22;Paint_2;False
301;B22;Paint_2;False
315;B22;Paint_2;False
286;B22;Paint_2;False
369;B22;Paint_2;False
360;B22;Paint_2;False
282;B22;Paint_2;False
281;B22;Paint_2;False
368;B22;Paint_2;False
318;B22;Paint_2;False
319;B22;Paint_2;False
312;B22;Paint_2;False
329;B22;Paint_2;False
307;B22;Paint_2;False
311;B22;Paint_2;False
327;B22;Paint_2;False
362;B22;Paint_2;False
356;B22;Paint_2;False
332;B22;Paint_2;False
321;B22;Paint_2;False
340;B22;Paint_2;False
310;B22;Paint_2;False
339;B22;Paint_2;False
299;B22;Paint_2;False
329;B22;Paint_2;False
350;B22;Paint_2;False
357;B22;Paint_2;False
299;B22;Paint_2;False
342;B22;Paint_2;False
321;B22;Paint_2;False
355;B22;Paint_2;False
-1;;;
357;B22;Paint_3;False
352;B22;Paint_3;False
339;B22;Paint_3;False
384;B22;Paint_3;False
359;B22;Paint_3;False
321;B22;Paint_3;False
322;B22;Paint_3;False
310;B22;Paint_3;False
296;B22;Paint_3;False
328;B22;Paint_3;False
348;B22;Paint_3;False
354;B22;Paint_3;False
330;B22;Paint_3;False
303;B22;Paint_3;False
312;B22;Paint_3;False
366;B22;Paint_3;False
322;B22;Paint_3;False
379;B22;Paint_3;False
335;B22;Paint_3;False
336;B22;Paint_3;False
348;B22;Paint_3;False
349;B22;Paint_3;False
317;B22;Paint_3;False
364;B22;Paint_3;False
281;B22;Paint_3;False
336;B22;Paint_3;False
339;B22;Paint_3;False
305;B22;Paint_3;False
377;B22;Paint_3;False
327;B22;Paint_3;False
301;B22;Paint_3;False
315;B22;Paint_3;False
335;B22;Paint_3;False
366;B22;Paint_3;False
338;B22;Paint_3;False
353;B22;Paint_3;False
299;B22;Paint_3;False
341;B22;Paint_3;False
329;B22;Paint_3;False
313;B22;Paint_3;False
295;B22;Paint_3;False
315;B22;Paint_3;False
298;B22;Paint_3;False
352;B22;Paint_3;False
286;B22;Paint_3;False
368;B22;Paint_3;False
342;B22;Paint_3;False
306;B22;Paint_3;False
327;B22;Paint_3;False
359;B22;Paint_3;False
379;B22;Paint_3;False
319;B22;Paint_3;False
338;B22;Paint_3;False
316;B22;Paint_3;False
339;B22;Paint_3;False
359;B22;Paint_3;False
312;B22;Paint_3;False
320;B22;Paint_3;False
357;B22;Paint_3;False
315;B22;Paint_3;False
370;B22;Paint_3;False
364;B22;Paint_3;False
305;B22;Paint_3;False
314;B22;Paint_3;False
376;B22;Paint_3;False
322;B22;Paint_3;False
372;B22;Paint_3;False
356;B22;Paint_3;False
348;B22;Paint_3;False
353;B22;Paint_3;False
360;B22;Paint_3;False
360;B22;Paint_3;False
306;B22;Paint_3;False
331;B22;Paint_3;False
313;B22;Paint_3;False
333;B22;Paint_3;False
320;B22;Paint_3;False
372;B22;Paint_3;False
313;B22;Paint_3;False
350;B22;Paint_3;False
343;B22;Paint_3;False
349;B22;Paint_3;False
372;B22;Paint_3;False
355;B22;Paint_3;False
371;B22;Paint_3;False
312;B22;Paint_3;False
355;B22;Paint_3;False
321;B22;Paint_3;False
319;B22;Paint_3;False
278;B22;Paint_3;False
323;B22;Paint_3;False
338;B22;Paint_3;False
317;B22;Paint_3;False
359;B22;Paint_3;False
308;B22;Paint_3;False
354;B22;Paint_3;False
314;B22;Paint_3;False
301;B22;Paint_3;False
311;B22;Paint_3;False
330;B22;Paint_3;False
339;B22;Paint_3;False
364;B22;Paint_3;False
345;B22;Paint_3;False
310;B22;Paint_3;False
328;B22;Paint_3;False
348;B22;Paint_3;False
331;B22;Paint_3;False
323;B22;Paint_3;False
311;B22;Paint_3;False
346;B22;Paint_3;False
317;B22;Paint_3;False
334;B22;Paint_3;False
312;B22;Paint_3;False
313;B22;Paint_3;False
309;B22;Paint_3;False
306;B22;Paint_3;False
332;B22;Paint_3;False
292;B22;Paint_3;False
350;B22;Paint_3;False
-1;;;
274;B22;Assemble_2;False
266;B22;Assemble_2;False
277;B22;Assemble_2;False
267;B22;Assemble_2;False
269;B22;Assemble_2;False
265;B22;Assemble_2;False
241;B22;Assemble_2;False
288;B22;Assemble_2;False
245;B22;Assemble_2;False
244;B22;Assemble_2;False
258;B22;Assemble_2;False
275;B22;Assemble_2;False
291;B22;Assemble_2;False
234;B22;Assemble_2;False
254;B22;Assemble_2;False
232;B22;Assemble_2;False
257;B22;Assemble_2;False
279;B22;Assemble_2;False
260;B22;Assemble_2;False
290;B22;Assemble_2;False
291;B22;Assemble_2;False
251;B22;Assemble_2;False
271;B22;Assemble_2;False
261;B22;Assemble_2;False
252;B22;Assemble_2;False
264;B22;Assemble_2;False
249;B22;Assemble_2;False
268;B22;Assemble_2;False
254;B22;Assemble_2;False
264;B22;Assemble_2;False
246;B22;Assemble_2;False
231;B22;Assemble_2;False
227;B22;Assemble_2;False
264;B22;Assemble_2;False
266;B22;Assemble_2;False
279;B22;Assemble_2;False
263;B22;Assemble_2;False
293;B22;Assemble_2;False
233;B22;Assemble_2;False
255;B22;Assemble_2;False
281;B22;Assemble_2;False
255;B22;Assemble_2;False
227;B22;Assemble_2;False
244;B22;Assemble_2;False
276;B22;Assemble_2;False
275;B22;Assemble_2;False
278;B22;Assemble_2;False
254;B22;Assemble_2;False
250;B22;Assemble_2;False
276;B22;Assemble_2;False
284;B22;Assemble_2;False
240;B22;Assemble_2;False
246;B22;Assemble_2;False
225;B22;Assemble_2;False
270;B22;Assemble_2;False
230;B22;Assemble_2;False
280;B22;Assemble_2;False
275;B22;Assemble_2;False
231;B22;Assemble_2;False
254;B22;Assemble_2;False
275;B22;Assemble_2;False
287;B22;Assemble_2;False
279;B22;Assemble_2;False
250;B22;Assemble_2;False
282;B22;Assemble_2;False
279;B22;Assemble_2;False
268;B22;Assemble_2;False
227;B22;Assemble_2;False
265;B22;Assemble_2;False
274;B22;Assemble_2;False
222;B22;Assemble_2;False
261;B22;Assemble_2;False
275;B22;Assemble_2;False
268;B22;Assemble_2;False
268;B22;Assemble_2;False
252;B22;Assemble_2;False
291;B22;Assemble_2;False
256;B22;Assemble_2;False
243;B22;Assemble_2;False
227;B22;Assemble_2;False
271;B22;Assemble_2;False
261;B22;Assemble_2;False
260;B22;Assemble_2;False
260;B22;Assemble_2;False
234;B22;Assemble_2;False
251;B22;Assemble_2;False
232;B22;Assemble_2;False
240;B22;Assemble_2;False
288;B22;Assemble_2;False
240;B22;Assemble_2;False
271;B22;Assemble_2;False
281;B22;Assemble_2;False
270;B22;Assemble_2;False
279;B22;Assemble_2;False
287;B22;Assemble_2;False
250;B22;Assemble_2;False
276;B22;Assemble_2;False
245;B22;Assemble_2;False
290;B22;Assemble_2;False
262;B22;Assemble_2;False
241;B22;Assemble_2;False
267;B22;Assemble_2;False
269;B22;Assemble_2;False
250;B22;Assemble_2;False
239;B22;Assemble_2;False
290;B22;Assemble_2;False
238;B22;Assemble_2;False
262;B22;Assemble_2;False
257;B22;Assemble_2;False
253;B22;Assemble_2;False
254;B22;Assemble_2;False
234;B22;Assemble_2;False
275;B22;Assemble_2;False
233;B22;Assemble_2;False
227;B22;Assemble_2;False
238;B22;Assemble_2;False
227;B22;Assemble_2;False
247;B22;Assemble_2;False
273;B22;Assemble_2;False
269;B22;Assemble_2;False
257;B22;Assemble_2;False
279;B22;Assemble_2;False
258;B22;Assemble_2;False
263;B22;Assemble_2;False
300;B22;Assemble_2;False
247;B22;Assemble_2;False
240;B22;Assemble_2;False
-1;;;
257;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
245;B23_FA;FA_Cut_1;False
251;B23_FA;FA_Cut_1;False
246;B23_FA;FA_Cut_1;False
253;B23_FA;FA_Cut_1;False
229;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
272;B23_FA;FA_Cut_1;False
242;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
274;B23_FA;FA_Cut_1;False
272;B23_FA;FA_Cut_1;False
268;B23_FA;FA_Cut_1;False
286;B23_FA;FA_Cut_1;False
252;B23_FA;FA_Cut_1;False
257;B23_FA;FA_Cut_1;False
253;B23_FA;FA_Cut_1;False
268;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
270;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
236;B23_FA;FA_Cut_1;False
289;B23_FA;FA_Cut_1;False
287;B23_FA;FA_Cut_1;False
260;B23_FA;FA_Cut_1;False
231;B23_FA;FA_Cut_1;False
261;B23_FA;FA_Cut_1;False
269;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
227;B23_FA;FA_Cut_1;False
260;B23_FA;FA_Cut_1;False
243;B23_FA;FA_Cut_1;False
269;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
263;B23_FA;FA_Cut_1;False
238;B23_FA;FA_Cut_1;False
264;B23_FA;FA_Cut_1;False
297;B23_FA;FA_Cut_1;False
242;B23_FA;FA_Cut_1;False
253;B23_FA;FA_Cut_1;False
261;B23_FA;FA_Cut_1;False
256;B23_FA;FA_Cut_1;False
268;B23_FA;FA_Cut_1;False
271;B23_FA;FA_Cut_1;False
243;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
240;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
246;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
243;B23_FA;FA_Cut_1;False
218;B23_FA;FA_Cut_1;False
222;B23_FA;FA_Cut_1;False
239;B23_FA;FA_Cut_1;False
256;B23_FA;FA_Cut_1;False
242;B23_FA;FA_Cut_1;False
276;B23_FA;FA_Cut_1;False
267;B23_FA;FA_Cut_1;False
265;B23_FA;FA_Cut_1;False
261;B23_FA;FA_Cut_1;False
284;B23_FA;FA_Cut_1;False
252;B23_FA;FA_Cut_1;False
266;B23_FA;FA_Cut_1;False
232;B23_FA;FA_Cut_1;False
253;B23_FA;FA_Cut_1;False
265;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
277;B23_FA;FA_Cut_1;False
274;B23_FA;FA_Cut_1;False
242;B23_FA;FA_Cut_1;False
243;B23_FA;FA_Cut_1;False
283;B23_FA;FA_Cut_1;False
253;B23_FA;FA_Cut_1;False
287;B23_FA;FA_Cut_1;False
293;B23_FA;FA_Cut_1;False
245;B23_FA;FA_Cut_1;False
282;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
284;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
255;B23_FA;FA_Cut_1;False
279;B23_FA;FA_Cut_1;False
258;B23_FA;FA_Cut_1;False
269;B23_FA;FA_Cut_1;False
251;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
280;B23_FA;FA_Cut_1;False
261;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
259;B23_FA;FA_Cut_1;False
238;B23_FA;FA_Cut_1;False
242;B23_FA;FA_Cut_1;False
266;B23_FA;FA_Cut_1;False
286;B23_FA;FA_Cut_1;False
260;B23_FA;FA_Cut_1;False
280;B23_FA;FA_Cut_1;False
277;B23_FA;FA_Cut_1;False
252;B23_FA;FA_Cut_1;False
243;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
239;B23_FA;FA_Cut_1;False
248;B23_FA;FA_Cut_1;False
277;B23_FA;FA_Cut_1;False
258;B23_FA;FA_Cut_1;False
236;B23_FA;FA_Cut_1;False
255;B23_FA;FA_Cut_1;False
264;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
282;B23_FA;FA_Cut_1;False
239;B23_FA;FA_Cut_1;False
266;B23_FA;FA_Cut_1;False
280;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
228;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
259;B23_FA;FA_Cut_1;False
257;B23_FA;FA_Cut_1;False
251;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
245;B23_FA;FA_Cut_1;False
261;B23_FA;FA_Cut_1;False
240;B23_FA;FA_Cut_1;False
270;B23_FA;FA_Cut_1;False
287;B23_FA;FA_Cut_1;False
264;B23_FA;FA_Cut_1;False
274;B23_FA;FA_Cut_1;False
255;B23_FA;FA_Cut_1;False
296;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
268;B23_FA;FA_Cut_1;False
283;B23_FA;FA_Cut_1;False
267;B23_FA;FA_Cut_1;False
240;B23_FA;FA_Cut_1;False
241;B23_FA;FA_Cut_1;False
257;B23_FA;FA_Cut_1;False
288;B23_FA;FA_Cut_1;False
272;B23_FA;FA_Cut_1;False
225;B23_FA;FA_Cut_1;False
277;B23_FA;FA_Cut_1;False
294;B23_FA;FA_Cut_1;False
273;B23_FA;FA_Cut_1;False
236;B23_FA;FA_Cut_1;False
271;B23_FA;FA_Cut_1;False
252;B23_FA;FA_Cut_1;False
282;B23_FA;FA_Cut_1;False
231;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
267;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
234;B23_FA;FA_Cut_1;False
267;B23_FA;FA_Cut_1;False
251;B23_FA;FA_Cut_1;False
266;B23_FA;FA_Cut_1;False
259;B23_FA;FA_Cut_1;False
255;B23_FA;FA_Cut_1;False
266;B23_FA;FA_Cut_1;False
256;B23_FA;FA_Cut_1;False
257;B23_FA;FA_Cut_1;False
236;B23_FA;FA_Cut_1;False
249;B23_FA;FA_Cut_1;False
269;B23_FA;FA_Cut_1;False
277;B23_FA;FA_Cut_1;False
268;B23_FA;FA_Cut_1;False
245;B23_FA;FA_Cut_1;False
287;B23_FA;FA_Cut_1;False
256;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
291;B23_FA;FA_Cut_1;False
239;B23_FA;FA_Cut_1;False
254;B23_FA;FA_Cut_1;False
259;B23_FA;FA_Cut_1;False
246;B23_FA;FA_Cut_1;False
264;B23_FA;FA_Cut_1;False
233;B23_FA;FA_Cut_1;False
263;B23_FA;FA_Cut_1;False
239;B23_FA;FA_Cut_1;False
246;B23_FA;FA_Cut_1;False
256;B23_FA;FA_Cut_1;False
278;B23_FA;FA_Cut_1;False
257;B23_FA;FA_Cut_1;False
270;B23_FA;FA_Cut_1;False
289;B23_FA;FA_Cut_1;False
231;B23_FA;FA_Cut_1;False
275;B23_FA;FA_Cut_1;False
262;B23_FA;FA_Cut_1;False
-1;;;
257;B23_FA;FA_Cut_2;False
259;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
247;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
254;B23_FA;FA_Cut_2;False
273;B23_FA;FA_Cut_2;False
243;B23_FA;FA_Cut_2;False
250;B23_FA;FA_Cut_2;False
243;B23_FA;FA_Cut_2;False
284;B23_FA;FA_Cut_2;False
270;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
249;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
277;B23_FA;FA_Cut_2;False
261;B23_FA;FA_Cut_2;False
272;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
255;B23_FA;FA_Cut_2;False
250;B23_FA;FA_Cut_2;False
238;B23_FA;FA_Cut_2;False
257;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
246;B23_FA;FA_Cut_2;False
272;B23_FA;FA_Cut_2;False
240;B23_FA;FA_Cut_2;False
270;B23_FA;FA_Cut_2;False
268;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
245;B23_FA;FA_Cut_2;False
286;B23_FA;FA_Cut_2;False
292;B23_FA;FA_Cut_2;False
285;B23_FA;FA_Cut_2;False
232;B23_FA;FA_Cut_2;False
275;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
235;B23_FA;FA_Cut_2;False
251;B23_FA;FA_Cut_2;False
280;B23_FA;FA_Cut_2;False
239;B23_FA;FA_Cut_2;False
281;B23_FA;FA_Cut_2;False
288;B23_FA;FA_Cut_2;False
286;B23_FA;FA_Cut_2;False
249;B23_FA;FA_Cut_2;False
283;B23_FA;FA_Cut_2;False
280;B23_FA;FA_Cut_2;False
263;B23_FA;FA_Cut_2;False
290;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
260;B23_FA;FA_Cut_2;False
253;B23_FA;FA_Cut_2;False
254;B23_FA;FA_Cut_2;False
261;B23_FA;FA_Cut_2;False
268;B23_FA;FA_Cut_2;False
241;B23_FA;FA_Cut_2;False
253;B23_FA;FA_Cut_2;False
257;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
257;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
252;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
235;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
269;B23_FA;FA_Cut_2;False
249;B23_FA;FA_Cut_2;False
269;B23_FA;FA_Cut_2;False
251;B23_FA;FA_Cut_2;False
254;B23_FA;FA_Cut_2;False
267;B23_FA;FA_Cut_2;False
255;B23_FA;FA_Cut_2;False
293;B23_FA;FA_Cut_2;False
258;B23_FA;FA_Cut_2;False
229;B23_FA;FA_Cut_2;False
240;B23_FA;FA_Cut_2;False
263;B23_FA;FA_Cut_2;False
274;B23_FA;FA_Cut_2;False
247;B23_FA;FA_Cut_2;False
236;B23_FA;FA_Cut_2;False
288;B23_FA;FA_Cut_2;False
275;B23_FA;FA_Cut_2;False
260;B23_FA;FA_Cut_2;False
259;B23_FA;FA_Cut_2;False
266;B23_FA;FA_Cut_2;False
272;B23_FA;FA_Cut_2;False
250;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
278;B23_FA;FA_Cut_2;False
280;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
243;B23_FA;FA_Cut_2;False
253;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
246;B23_FA;FA_Cut_2;False
245;B23_FA;FA_Cut_2;False
238;B23_FA;FA_Cut_2;False
275;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
299;B23_FA;FA_Cut_2;False
278;B23_FA;FA_Cut_2;False
274;B23_FA;FA_Cut_2;False
269;B23_FA;FA_Cut_2;False
275;B23_FA;FA_Cut_2;False
280;B23_FA;FA_Cut_2;False
248;B23_FA;FA_Cut_2;False
250;B23_FA;FA_Cut_2;False
241;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
251;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
296;B23_FA;FA_Cut_2;False
252;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
274;B23_FA;FA_Cut_2;False
228;B23_FA;FA_Cut_2;False
245;B23_FA;FA_Cut_2;False
260;B23_FA;FA_Cut_2;False
271;B23_FA;FA_Cut_2;False
268;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
262;B23_FA;FA_Cut_2;False
263;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
257;B23_FA;FA_Cut_2;False
242;B23_FA;FA_Cut_2;False
292;B23_FA;FA_Cut_2;False
234;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
261;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
268;B23_FA;FA_Cut_2;False
241;B23_FA;FA_Cut_2;False
254;B23_FA;FA_Cut_2;False
261;B23_FA;FA_Cut_2;False
291;B23_FA;FA_Cut_2;False
248;B23_FA;FA_Cut_2;False
278;B23_FA;FA_Cut_2;False
278;B23_FA;FA_Cut_2;False
236;B23_FA;FA_Cut_2;False
243;B23_FA;FA_Cut_2;False
255;B23_FA;FA_Cut_2;False
265;B23_FA;FA_Cut_2;False
274;B23_FA;FA_Cut_2;False
264;B23_FA;FA_Cut_2;False
267;B23_FA;FA_Cut_2;False
281;B23_FA;FA_Cut_2;False
249;B23_FA;FA_Cut_2;False
283;B23_FA;FA_Cut_2;False
270;B23_FA;FA_Cut_2;False
229;B23_FA;FA_Cut_2;False
278;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
272;B23_FA;FA_Cut_2;False
256;B23_FA;FA_Cut_2;False
288;B23_FA;FA_Cut_2;False
252;B23_FA;FA_Cut_2;False
270;B23_FA;FA_Cut_2;False
247;B23_FA;FA_Cut_2;False
241;B23_FA;FA_Cut_2;False
249;B23_FA;FA_Cut_2;False
235;B23_FA;FA_Cut_2;False
284;B23_FA;FA_Cut_2;False
259;B23_FA;FA_Cut_2;False
237;B23_FA;FA_Cut_2;False
260;B23_FA;FA_Cut_2;False
258;B23_FA;FA_Cut_2;False
267;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
274;B23_FA;FA_Cut_2;False
259;B23_FA;FA_Cut_2;False
297;B23_FA;FA_Cut_2;False
279;B23_FA;FA_Cut_2;False
261;B23_FA;FA_Cut_2;False
234;B23_FA;FA_Cut_2;False
266;B23_FA;FA_Cut_2;False
251;B23_FA;FA_Cut_2;False
260;B23_FA;FA_Cut_2;False
268;B23_FA;FA_Cut_2;False
244;B23_FA;FA_Cut_2;False
259;B23_FA;FA_Cut_2;False
241;B23_FA;FA_Cut_2;False
-1;;;
160;B23_BP;BP_Cut_1;False
146;B23_BP;BP_Cut_1;False
144;B23_BP;BP_Cut_1;False
147;B23_BP;BP_Cut_1;False
173;B23_BP;BP_Cut_1;False
162;B23_BP;BP_Cut_1;False
146;B23_BP;BP_Cut_1;False
173;B23_BP;BP_Cut_1;False
156;B23_BP;BP_Cut_1;False
166;B23_BP;BP_Cut_1;False
153;B23_BP;BP_Cut_1;False
143;B23_BP;BP_Cut_1;False
149;B23_BP;BP_Cut_1;False
156;B23_BP;BP_Cut_1;False
152;B23_BP;BP_Cut_1;False
162;B23_BP;BP_Cut_1;False
147;B23_BP;BP_Cut_1;False
143;B23_BP;BP_Cut_1;False
140;B23_BP;BP_Cut_1;False
151;B23_BP;BP_Cut_1;False
146;B23_BP;BP_Cut_1;False
154;B23_BP;BP_Cut_1;False
149;B23_BP;BP_Cut_1;False
163;B23_BP;BP_Cut_1;False
150;B23_BP;BP_Cut_1;False
168;B23_BP;BP_Cut_1;False
156;B23_BP;BP_Cut_1;False
163;B23_BP;BP_Cut_1;False
175;B23_BP;BP_Cut_1;False
171;B23_BP;BP_Cut_1;False
163;B23_BP;BP_Cut_1;False
155;B23_BP;BP_Cut_1;False
159;B23_BP;BP_Cut_1;False
155;B23_BP;BP_Cut_1;False
166;B23_BP;BP_Cut_1;False
179;B23_BP;BP_Cut_1;False
148;B23_BP;BP_Cut_1;False
177;B23_BP;BP_Cut_1;False
158;B23_BP;BP_Cut_1;False
151;B23_BP;BP_Cut_1;False
146;B23_BP;BP_Cut_1;False
141;B23_BP;BP_Cut_1;False
154;B23_BP;BP_Cut_1;False
