Object Type,Object Name,Data Source,Time Period,Category,Data Item,Statistic Type,Value
Path,Path29,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path29,[Travelers],Run,Content,NumberOnLink,Average,0.00973213231408332
Path,Path29,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path29,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path29,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00465243398429349
Path,Path29,[Travelers],Run,FlowTime,TimeOnLink,Maximum,16.000729335721
Path,Path29,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000749999999925421
Path,Path29,[Travelers],Run,Throughput,NumberEntered,Total,4100
Path,Path29,[Travelers],Run,Throughput,NumberExited,Total,4100
Path,Path3,[Travelers],Run,Content,NumberOnLink,Average,0.00144523667809694
Path,Path3,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path3,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path3,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000848611111165372
Path,Path3,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000848611111223363
Path,Path3,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000848611111109676
Path,Path3,[Travelers],Run,Throughput,NumberEntered,Total,3338
Path,Path3,[Travelers],Run,Throughput,NumberExited,Total,3338
Path,Path3_1,[Travelers],Run,Content,NumberOnLink,Average,0.000247766439911198
Path,Path3_1,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path3_1,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path3_1,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000911111111118103
Path,Path3_1,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000911111111122409
Path,Path3_1,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000911111111108198
Path,Path3_1,[Travelers],Run,Throughput,NumberEntered,Total,533
Path,Path3_1,[Travelers],Run,Throughput,NumberExited,Total,533
Path,Path30,[Travelers],Run,Content,NumberOnLink,Average,0.013203703704016
Path,Path30,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path30,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path30,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00212962962968
Path,Path30,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00212962962973506
Path,Path30,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00212962962962138
Path,Path30,[Travelers],Run,Throughput,NumberEntered,Total,12152
Path,Path30,[Travelers],Run,Throughput,NumberExited,Total,12152
Path,Path31,[Travelers],Run,Content,NumberOnLink,Average,0.00942389455724583
Path,Path31,[Travelers],Run,Content,NumberOnLink,Maximum,6
Path,Path31,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path31,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00064583333329377
Path,Path31,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00064583333335122
Path,Path31,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000645833333237533
Path,Path31,[Travelers],Run,Throughput,NumberEntered,Total,28600
Path,Path31,[Travelers],Run,Throughput,NumberExited,Total,28600
Path,Path32,[Travelers],Run,Content,NumberOnLink,Average,0.0104759967875254
Path,Path32,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path32,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path32,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00500925925922169
Path,Path32,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00500925925928186
Path,Path32,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00500925925916818
Path,Path32,[Travelers],Run,Throughput,NumberEntered,Total,4099
Path,Path32,[Travelers],Run,Throughput,NumberExited,Total,4099
Path,Path33,[Travelers],Run,Content,NumberOnLink,Average,0.00828193027214123
Path,Path33,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path33,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path33,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00341666666668003
Path,Path33,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00341666666668061
Path,Path33,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.0034166666666664
Path,Path33,[Travelers],Run,Throughput,NumberEntered,Total,4751
Path,Path33,[Travelers],Run,Throughput,NumberExited,Total,4751
Path,Path34,[Travelers],Run,Content,NumberOnLink,Average,0.0130019368859263
Path,Path34,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path34,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path34,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00467592592594781
Path,Path34,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00467592592599431
Path,Path34,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00467592592588062
Path,Path34,[Travelers],Run,Throughput,NumberEntered,Total,5450
Path,Path34,[Travelers],Run,Throughput,NumberExited,Total,5450
Path,Path35,[Travelers],Run,Content,NumberOnLink,Average,0.00356689342389521
Path,Path35,[Travelers],Run,Content,NumberOnLink,Maximum,3
Path,Path35,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path35,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000488888888869553
Path,Path35,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000488888888895644
Path,Path35,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000488888888867223
Path,Path35,[Travelers],Run,Throughput,NumberEntered,Total,14300
Path,Path35,[Travelers],Run,Throughput,NumberExited,Total,14300
Path,Path36,[Travelers],Run,Content,NumberOnLink,Average,0.00678925736921114
Path,Path36,[Travelers],Run,Content,NumberOnLink,Maximum,3
Path,Path36,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path36,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000930555555500268
Path,Path36,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000930555555555657
Path,Path36,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00093055555544197
Path,Path36,[Travelers],Run,Throughput,NumberEntered,Total,14300
Path,Path36,[Travelers],Run,Throughput,NumberExited,Total,14300
Path,Path37,[Travelers],Run,Content,NumberOnLink,Average,0.00530628401376378
Path,Path37,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path37,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path37,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000783333333356707
Path,Path37,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00078333333340197
Path,Path37,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000783333333288283
Path,Path37,[Travelers],Run,Throughput,NumberEntered,Total,13277
Path,Path37,[Travelers],Run,Throughput,NumberExited,Total,13277
Path,Path38,[Travelers],Run,Content,NumberAccumulated,Average,0.0101718942077209
Path,Path38,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path38,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path38,[Travelers],Run,Content,NumberOnLink,Average,0.032061883814485
Path,Path38,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path38,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path38,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00473309424390981
Path,Path38,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.00250884306024
Path,Path38,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00323148148140717
Path,Path38,[Travelers],Run,Throughput,NumberEntered,Total,13277
Path,Path38,[Travelers],Run,Throughput,NumberExited,Total,13277
Path,Path39,[Travelers],Run,Content,NumberOnLink,Average,0.00163943806694632
Path,Path39,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path39,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path39,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000718055555578722
Path,Path39,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000718055555580577
Path,Path39,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000718055555552155
Path,Path39,[Travelers],Run,Throughput,NumberEntered,Total,4475
Path,Path39,[Travelers],Run,Throughput,NumberExited,Total,4475
Path,Path4,[Travelers],Run,Content,NumberOnLink,Average,0.00384148807941285
Path,Path4,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path4,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path4,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000641666664023282
Path,Path4,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000641666664023433
Path,Path4,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000641666664016327
Path,Path4,[Travelers],Run,Throughput,NumberEntered,Total,11734
Path,Path4,[Travelers],Run,Throughput,NumberExited,Total,11734
Path,Path40,[Travelers],Run,Content,NumberOnLink,Average,0.00119330357147891
Path,Path40,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path40,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path40,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000534722222244778
Path,Path40,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000534722222255368
Path,Path40,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000534722222198525
Path,Path40,[Travelers],Run,Throughput,NumberEntered,Total,4374
Path,Path40,[Travelers],Run,Throughput,NumberExited,Total,4374
Path,Path41,[Travelers],Run,Content,NumberAccumulated,Average,0.000510171219056414
Path,Path41,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path41,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path41,[Travelers],Run,Content,NumberOnLink,Average,0.00219514570896333
Path,Path41,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path41,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path41,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000971654378854593
Path,Path41,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.0006814226839
Path,Path41,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000745833333326118
Path,Path41,[Travelers],Run,Throughput,NumberEntered,Total,4428
Path,Path41,[Travelers],Run,Throughput,NumberExited,Total,4428
Path,Path42,[Travelers],Run,Content,NumberAccumulated,Average,0.00355464149616283
Path,Path42,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path42,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path42,[Travelers],Run,Content,NumberOnLink,Average,0.0141671225996867
Path,Path42,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path42,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path42,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00620504140679013
Path,Path42,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.00398768883531
Path,Path42,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00464814814813508
Path,Path42,[Travelers],Run,Throughput,NumberEntered,Total,4475
Path,Path42,[Travelers],Run,Throughput,NumberExited,Total,4475
Path,Path43,[Travelers],Run,Content,NumberAccumulated,Average,0.00457751330426455
Path,Path43,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path43,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path43,[Travelers],Run,Content,NumberOnLink,Average,0.0121196051409136
Path,Path43,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path43,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path43,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00543082443442858
Path,Path43,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.00327755357512
Path,Path43,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00337962962953497
Path,Path43,[Travelers],Run,Throughput,NumberEntered,Total,4374
Path,Path43,[Travelers],Run,Throughput,NumberExited,Total,4374
Path,Path44,[Travelers],Run,Content,NumberAccumulated,Average,0.00558701320853775
Path,Path44,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path44,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path44,[Travelers],Run,Content,NumberOnLink,Average,0.0165273193310887
Path,Path44,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path44,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path44,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00731561560274024
Path,Path44,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.00463588484604
Path,Path44,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00484259259258124
Path,Path44,[Travelers],Run,Throughput,NumberEntered,Total,4428
Path,Path44,[Travelers],Run,Throughput,NumberExited,Total,4428
Path,Path45,[Travelers],Run,Content,NumberAccumulated,Average,0.00050992856446212
Path,Path45,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path45,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path45,[Travelers],Run,Content,NumberOnLink,Average,0.00246841495912693
Path,Path45,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path45,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path45,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00073171405321972
Path,Path45,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.0000405419014
Path,Path45,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000580555555529827
Path,Path45,[Travelers],Run,Throughput,NumberEntered,Total,6612
Path,Path45,[Travelers],Run,Throughput,NumberExited,Total,6612
Path,Path46,[Travelers],Run,Content,NumberAccumulated,Average,0.000510030778980656
Path,Path46,[Travelers],Run,Content,NumberAccumulated,Maximum,1
Path,Path46,[Travelers],Run,Content,NumberAccumulated,Minimum,0
Path,Path46,[Travelers],Run,Content,NumberOnLink,Average,0.00252199931634645
Path,Path46,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path46,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path46,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000741653212308932
Path,Path46,[Travelers],Run,FlowTime,TimeOnLink,Maximum,1.00025199346874
Path,Path46,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000591666666650781
Path,Path46,[Travelers],Run,Throughput,NumberEntered,Total,6665
Path,Path46,[Travelers],Run,Throughput,NumberExited,Total,6665
Path,Path47,[Travelers],Run,Content,NumberOnLink,Average,0.0124318594102621
Path,Path47,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path47,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path47,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00368518518513515
Path,Path47,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00368518518519068
Path,Path47,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00368518518507699
Path,Path47,[Travelers],Run,Throughput,NumberEntered,Total,6612
Path,Path47,[Travelers],Run,Throughput,NumberExited,Total,6612
Path,Path48,[Travelers],Run,Content,NumberOnLink,Average,0.00277273242635097
Path,Path48,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path48,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path48,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000819444444458369
Path,Path48,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000819444444459805
Path,Path48,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000819444444431383
Path,Path48,[Travelers],Run,Throughput,NumberEntered,Total,6632
Path,Path48,[Travelers],Run,Throughput,NumberExited,Total,6632
Path,Path49,[Travelers],Run,Content,NumberOnLink,Average,0.00286202380964129
Path,Path49,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path49,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path49,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000845833333368053
Path,Path49,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000845833333414703
Path,Path49,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000845833333301016
Path,Path49,[Travelers],Run,Throughput,NumberEntered,Total,6632
Path,Path49,[Travelers],Run,Throughput,NumberExited,Total,6632
Path,Path5,[Travelers],Run,Content,NumberOnLink,Average,0.00924861111079376
Path,Path5,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path5,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path5,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00136111111106441
Path,Path5,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00136111111112314
Path,Path5,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00136111111100945
Path,Path5,[Travelers],Run,Throughput,NumberEntered,Total,13318
Path,Path5,[Travelers],Run,Throughput,NumberExited,Total,13318
Path,Path50,[Travelers],Run,Content,NumberOnLink,Average,0.00123369472777297
Path,Path50,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path50,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path50,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00036388888885403
Path,Path50,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.0003638888888986
Path,Path50,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000363888888841757
Path,Path50,[Travelers],Run,Throughput,NumberEntered,Total,6645
Path,Path50,[Travelers],Run,Throughput,NumberExited,Total,6645
Path,Path51,[Travelers],Run,Content,NumberOnLink,Average,0.00242501062923231
Path,Path51,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path51,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path51,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000715277777772059
Path,Path51,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000715277777779022
Path,Path51,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000715277777771917
Path,Path51,[Travelers],Run,Throughput,NumberEntered,Total,6645
Path,Path51,[Travelers],Run,Throughput,NumberExited,Total,6645
Path,Path52,[Travelers],Run,Content,NumberOnLink,Average,0.0117128684808634
Path,Path52,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path52,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path52,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00344444444448496
Path,Path52,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00344444444453984
Path,Path52,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00344444444442615
Path,Path52,[Travelers],Run,Throughput,NumberEntered,Total,6665
Path,Path52,[Travelers],Run,Throughput,NumberExited,Total,6665
Path,Path53,[Travelers],Run,Content,NumberOnLink,Average,0.0189235071807375
Path,Path53,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path53,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path53,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00559259259261845
Path,Path53,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00559259259262035
Path,Path53,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00559259259259193
Path,Path53,[Travelers],Run,Throughput,NumberEntered,Total,6632
Path,Path53,[Travelers],Run,Throughput,NumberExited,Total,6632
Path,Path54,[Travelers],Run,Content,NumberOnLink,Average,0.0196512188208198
Path,Path54,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path54,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path54,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00579629629628395
Path,Path54,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00579629629635292
Path,Path54,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00579629629623923
Path,Path54,[Travelers],Run,Throughput,NumberEntered,Total,6645
Path,Path54,[Travelers],Run,Throughput,NumberExited,Total,6645
Path,Path55,[Travelers],Run,Content,NumberOnLink,Average,0.0556344434995009
Path,Path55,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path55,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path55,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00821296296294507
Path,Path55,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00821296296297191
Path,Path55,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00821296296294349
Path,Path55,[Travelers],Run,Throughput,NumberEntered,Total,13277
Path,Path55,[Travelers],Run,Throughput,NumberExited,Total,13277
Path,Path56_1,[Travelers],Run,Content,NumberOnLink,Average,0.000992966267158176
Path,Path56_1,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path56_1,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path56_1,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000981944441791132
Path,Path56_1,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000981944441832638
Path,Path56_1,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000981944441775795
Path,Path56_1,[Travelers],Run,Throughput,NumberEntered,Total,1982
Path,Path56_1,[Travelers],Run,Throughput,NumberExited,Total,1982
Path,Path57_1,[Travelers],Run,Content,NumberOnLink,Average,4.81377551003902E-05
Path,Path57_1,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path57_1,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path57_1,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000141666666661809
Path,Path57_1,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000141666666678475
Path,Path57_1,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000141666666650053
Path,Path57_1,[Travelers],Run,Throughput,NumberEntered,Total,666
Path,Path57_1,[Travelers],Run,Throughput,NumberExited,Total,666
Path,Path58,[Travelers],Run,Content,NumberOnLink,Average,0.000182557397957457
Path,Path58,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path58,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path58,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000520833333328408
Path,Path58,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000520833333339965
Path,Path58,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000520833333325754
Path,Path58,[Travelers],Run,Throughput,NumberEntered,Total,687
Path,Path58,[Travelers],Run,Throughput,NumberExited,Total,687
Path,Path59,[Travelers],Run,Content,NumberOnLink,Average,0.000325375566895358
Path,Path59,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path59,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path59,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00101388888889492
Path,Path59,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00101388888890597
Path,Path59,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00101388888887755
Path,Path59,[Travelers],Run,Throughput,NumberEntered,Total,629
Path,Path59,[Travelers],Run,Throughput,NumberExited,Total,629
Path,Path6,[Travelers],Run,Content,NumberOnLink,Average,0.0109197845805587
Path,Path6,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path6,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path6,[Travelers],Run,FlowTime,TimeOnLink,Average,0.00638888888892389
Path,Path6,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.00638888888897782
Path,Path6,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.00638888888886413
Path,Path6,[Travelers],Run,Throughput,NumberEntered,Total,3350
Path,Path6,[Travelers],Run,Throughput,NumberExited,Total,3350
Path,Path60,[Travelers],Run,Content,NumberOnLink,Average,0.000179149659867798
Path,Path60,[Travelers],Run,Content,NumberOnLink,Maximum,3
Path,Path60,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path60,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000127777777780526
Path,Path60,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000127777777834126
Path,Path60,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000127777777777283
Path,Path60,[Travelers],Run,Throughput,NumberEntered,Total,2748
Path,Path60,[Travelers],Run,Throughput,NumberExited,Total,2748
Path,Path61,[Travelers],Run,Content,NumberOnLink,Average,0.000999988659453246
Path,Path61,[Travelers],Run,Content,NumberOnLink,Maximum,2
Path,Path61,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path61,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000988888886240344
Path,Path61,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000988888886240602
Path,Path61,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000988888886237049
Path,Path61,[Travelers],Run,Throughput,NumberEntered,Total,1982
Path,Path61,[Travelers],Run,Throughput,NumberExited,Total,1982
Path,Path62,[Travelers],Run,Content,NumberOnLink,Average,0.000573027205528321
Path,Path62,[Travelers],Run,Content,NumberOnLink,Maximum,2
Path,Path62,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path62,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000283333330685043
Path,Path62,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000283333330685309
Path,Path62,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000283333330681756
Path,Path62,[Travelers],Run,Throughput,NumberEntered,Total,3964
Path,Path62,[Travelers],Run,Throughput,NumberExited,Total,3964
Path,Path63,[Travelers],Run,Content,NumberOnLink,Average,0.000316007650384717
Path,Path63,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path63,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path63,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000312499997353202
Path,Path63,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000312499997448867
Path,Path63,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000312499997335181
Path,Path63,[Travelers],Run,Throughput,NumberEntered,Total,1982
Path,Path63,[Travelers],Run,Throughput,NumberExited,Total,1982
Path,Path64,[Travelers],Run,Content,NumberOnLink,Average,0.000604081632653827
Path,Path64,[Travelers],Run,Content,NumberOnLink,Maximum,3
Path,Path64,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path64,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000444444444445008
Path,Path64,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000444444444497094
Path,Path64,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000444444444440251
Path,Path64,[Travelers],Run,Throughput,NumberEntered,Total,2664
Path,Path64,[Travelers],Run,Throughput,NumberExited,Total,2664
Path,Path65,[Travelers],Run,Content,NumberOnLink,Average,0.000682842970524033
Path,Path65,[Travelers],Run,Content,NumberOnLink,Maximum,3
Path,Path65,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path65,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000531944444446385
Path,Path65,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000531944444446708
Path,Path65,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000531944444443155
Path,Path65,[Travelers],Run,Throughput,NumberEntered,Total,2516
Path,Path65,[Travelers],Run,Throughput,NumberExited,Total,2516
Path,Path66,[Travelers],Run,Content,NumberOnLink,Average,0.000208124999097606
Path,Path66,[Travelers],Run,Content,NumberOnLink,Maximum,1
Path,Path66,[Travelers],Run,Content,NumberOnLink,Minimum,0
Path,Path66,[Travelers],Run,FlowTime,TimeOnLink,Average,0.000612499997344305
Path,Path66,[Travelers],Run,FlowTime,TimeOnLink,Maximum,0.000612499997373561
Path,Path66,[Travelers],Run,FlowTime,TimeOnLink,Minimum,0.000612499997316718
Path,Path66,[Travelers],Run,Throughput,NumberEntered,Total,666
Path,Path66,[Travelers],Run,Throughput,NumberExited,Total,666
Path,Path67,[Travelers],Run,Content,NumberOnLink,Average,0.000129980866421244
